aer	39.83	38.6	37.84	40.69	41.69	42.37	44.34	43.85	43.06	44.49	43.82	44.53	46.4	46.44	46.68	49.07	48.8	48.62	48.5	47.3	46.82	45.79	44.89	47.15	44.33	46.8	47.47	44.75	42.26	42.36	42.93	41.4	40.49	43.24	40.26	40.42	41.04	40.53	43.9	45.28	41.54	40.14	43.51	37.9	34.01	31.76	28.43	26.34	33.42	36.68	36.95	38.41	38.04	37.16	39.46	40.6	40.01	40.01	38.01	39.0	38.29	36.78	38.34	33.22	34.5	37.8	36.35	36.25	38.15	39.15	39.44	40.32	40.25	37.67	38.95	40.56	40.92	40.91	41.29	43.46	45.46	43.22	44.49	42.47	41.79	43.6	42.22	43.81	44.55	46.3	47.67	46.09	44.89	45.46	44.42	45.45	43.41	43.83	46.26	46.02	43.45	44.95	44.85	45.66	44.98	46.84	47.49	48.27	48.8	49.45	48.33	47.87	49.48	48.56	49.61	49.78	51.84	52.0	52.26	52.43	52.3
aeri	30.03	31.06	27.88	30.03	25.91	27.27	27.71	28.93	28.52	29.75	30.47	31.16	33.99	34.42	9.64	11.19	11.22	10.89	13.23	13.03	19.81	17.65	17.68	18.74	18.55	18.15	16.77	15.63	16.49	16.44	18.0	22.52	19.35	18.72	21.16	22.98	24.7	25.53	25.64	25.96	25.33	23.27	23.83	20.28	18.68	18.85	16.28	13.92	16.56	16.76	13.0	11.09	11.65	12.96	14.95	16.0	15.86	14.51	13.69	16.64	18.29	18.35	17.58	17.98	17.61	17.62	17.38	18.03	17.95	19.15	18.99	20.33	30.61	39.07	38.01	39.74	35.52	33.28	32.8	39.75	39.05	36.8	36.95	38.8	37.8	39.05	41.4	41.15	44.025	46.25	43.95	47.9	48.05	47.45	45.55	44.65	42.55	41.2	43.85	39.85	38.3	54.25	54.7	51.35	54.0	53.55	55.0	54.5	54.7	53.7	50.35	51.25	55.1	58.7	58.3	52.4	51.65	64.3	64.85	63.3	64.75
aes	12.798	11.606	11.67	11.339	11.206	10.712	10.675999999999998	11.36	10.883	11.35	11.189	11.97	11.913	12.175999999999998	11.898	12.359000000000002	12.431	12.16	11.780999999999999	12.079	12.610999999999999	11.995999999999999	11.773	11.953	11.698	11.454	11.908	11.225	11.034	10.322000000000001	10.195	9.119	9.2014	9.767999999999999	9.922	10.141	9.091000000000001	9.0171	8.8887	8.8335	8.5391	8.3365	8.8427	8.2813	7.8579	8.318	9.0806	8.3819	9.1181	9.4255	9.78	10.739	10.627	10.31	10.458	10.347000000000001	10.495	10.495	10.363	10.315999999999999	10.552	10.505	11.294	11.314	11.585999999999999	11.82	11.86	11.767000000000001	11.614	11.595	11.529000000000002	12.363	11.907	12.583	11.832	10.931	11.5	11.216	11.599	10.747	10.929	10.565	11.417	11.34	11.148	11.321	11.407	10.89	10.957	11.238	11.402999999999999	10.985999999999999	10.706	11.093	10.773	10.909	11.005999999999998	11.015999999999998	11.064	11.093	11.083	11.524000000000001	11.455	11.67	11.415999999999999	10.917	10.702	10.995	10.917	10.995999999999999	10.975999999999999	11.105	11.045	11.025	11.222999999999999	11.085	11.065	11.144	11.164000000000001	10.66	10.35
aet	87.01299999999999	86.76299999999999	87.986	91.624	91.565	93.78200000000001	95.2	97.705	97.381	104.49	102.97	104.83	105.13	105.19	104.15	106.46	110.82	112.27	113.03	112.92	124.78	124.2	109.79	110.28	107.65	112.5	114.55	115.76	114.13	115.37	114.82	113.72	110.47	108.05	109.45	108.76	108.91	100.04	103.48	104.66	102.6	106.18	107.88	107.94	103.06	103.01	99.291	95.978	104.55	108.46	107.17	108.47	109.99	109.02	108.71	111.22	110.42	112.04	108.38	111.8	118.05	117.2	119.09	119.18	115.06	116.65	115.55	115.17	117.47	118.35	115.32	114.78	112.78	113.96	113.07	110.69	109.69	109.47	104.79	122.46	126.84	133.24	127.32	122.58	123.05	122.74	119.8	117.91	119.21	120.44	125.04	128.71	131.45	130.44	124.96	126.54	128.25	130.33	135.9	141.49	138.17	144.3	147.05	147.82	151.12	150.81	153.05	152.82	155.19	158.03	151.66	154.24	155.92	159.74	162.16	151.49	162.49	156.3	157.64	173.12	176.95
aeti	5.7448	5.88	5.9	5.9	5.4501	5.25	4.55	4.1101	4.05	4.18	3.872	3.57	3.42	3.54	4.25	5.3	5.87	5.53	5.51	5.5	5.46	4.74	5.22	5.5	4.8	4.29	4.4	4.6	4.3	3.94	3.55	2.97	2.74	2.33	2.68	3.0	3.15	3.16	3.45	2.65	2.35	2.0	2.38	2.1	2.1	2.64	2.7	2.62	2.75	2.35	2.99	2.72	2.61	2.36	1.98	1.86	2.09	2.43	2.5	2.37	2.53	2.63	2.55	2.5501	2.56	2.64	2.55	2.56	2.7	2.66	3.14	2.6489999999999996	2.53	2.74	2.4911	2.53	2.34	2.45	1.9	1.85	1.7	1.6	1.8	1.7	1.5	1.55	1.6375	1.75	1.9	1.85	1.85	1.95	1.95	2.025	1.9501	2.149	1.7	1.7	1.676	1.605	2.0	1.7	1.55	1.548	1.45	1.5	1.65	1.75	1.9	2.0	1.85	1.8	1.6	1.4501	1.5	1.5	1.5959999999999999	1.645	1.5	1.575	1.5034
aey	2.49	2.44	2.46	2.3671	2.35	2.31	2.44	2.41	2.35	2.3	2.33	2.36	2.4	2.41	2.45	2.39	2.29	2.38	2.35	2.35	2.36	2.38	2.29	2.25	2.3	2.28	2.24	2.34	2.3	2.39	2.38	2.3	2.24	2.23	2.35	2.29	2.35	2.3	2.27	2.34	2.22	1.82	1.8	1.7301	1.83	1.77	1.76	1.6	1.64	1.6	1.73	1.95	1.94	1.89	1.87	1.89	1.869	1.75	1.75	1.68	1.7989	1.81	1.8099	1.79	1.8	1.91	1.9	1.9201	1.8099	1.8194	1.9337	1.93	1.85	1.81	1.7556	1.8199	1.9	1.87	1.75	1.79	1.74	1.76	1.66	1.67	1.73	1.7397	1.78	1.76	1.83	1.9	1.78	1.81	1.81	1.94	1.95	1.84	1.8	1.79	1.7699	1.78	1.7	1.6501	1.67	1.64	1.61	1.61	1.58	1.541	1.51	1.55	1.51	1.4	1.5399	1.47	1.4	1.42	1.4	1.52	1.47	1.4799	1.41
aezs	62.0	60.0	55.7	54.0	52.6	54.0	60.1	64.0	51.0	55.0	55.0	54.0	58.0	60.0	56.0	51.0	42.24	28.0	29.0	28.0	28.0	28.1	23.0	22.0	19.0	18.0	17.0	11.0	9.0	8.0	5.0	8.5	9.0	7.82	6.0	5.0	6.0	5.0	8.52	8.85	4.68	4.58	4.72	3.29	2.67	3.66	2.97	2.85	2.99	3.08	3.61	3.59	3.28	3.36	3.74	4.07	4.05	3.48	3.43	3.56	3.37	3.5	3.55	3.27	3.3	3.52	3.34	3.43	3.54	3.68	3.63	3.73	3.38	3.46	3.44	3.47	4.65	3.79	3.45	3.45	3.45	3.4	3.8	3.8	3.6	2.75	2.95	2.6	3.05	3.05	3.15	3.0	3.1	3.0	3.0	3.05	2.95	2.95	1.35	0.8392	0.8473	0.96	1.06	1.03	0.91	0.97	1.03	1.02	2.2	1.79	2.04	1.92	1.88	1.87	1.91	2.23	2.06	2.2	2.0101	1.88	1.92
afam	29.11	28.68	30.36	31.14	29.54	30.3	29.46	37.28	37.31	38.62	38.93	47.08	45.58	44.6	43.28	38.5	38.64	38.22	36.59	40.0	44.32	39.91	40.62	43.97	42.48	48.01	48.33	47.06	45.43	45.32	46.95	45.9	39.14	40.29	41.42	41.48	43.45	41.34	42.23	42.23	39.22	39.59	39.53	39.94	38.51	38.93	36.72	35.33	37.7	39.08	37.61	35.19	35.27	36.78	37.21	41.42	42.01	41.95	40.24	42.69	42.06	41.71	42.63	42.74	44.39	42.36	40.46	40.67	39.6	37.64	37.3	35.99	35.62	36.7	36.21	37.01	42.05	39.55	40.35	43.05	41.15	40.8	40.05	43.95	44.4	45.8	47.9	47.45	48.05	47.4	48.3	49.75	48.0	48.55	48.9	47.85	47.05	47.4	50.4	49.65	56.15	57.8	58.75	61.1	61.55	61.1	57.7	57.55	48.95	47.2	47.1	48.65	46.75	49.5	48.25	48.3	53.15	46.8	47.6	46.55	51.1
afb	11.751	12.047	12.14	12.234000000000002	12.505	12.245	11.965	12.02	11.922	11.824000000000002	11.745999999999999	11.842	11.872	11.811	11.82	11.87	11.878	11.878	11.796	11.717	11.866	11.717	11.74	11.757	11.792	11.943	11.964	11.914000000000001	11.661	11.901	11.785	11.962	12.027000000000001	12.106	12.183	12.202	12.345999999999998	12.127	12.264000000000001	12.322000000000001	12.304	12.559000000000001	12.503	12.815999999999999	12.753	12.869000000000002	12.984000000000002	13.036	12.899000000000001	12.964	13.030999999999999	13.123	13.392999999999999	13.440999999999999	13.626	13.685	13.897	13.927999999999999	13.869000000000002	13.767000000000001	13.852	13.947000000000001	14.004000000000001	14.163	14.283	13.950999999999999	14.027999999999999	14.004000000000001	13.901	13.994000000000002	13.985	14.110999999999999	13.837	13.895	13.97	13.87	13.462	13.216	13.248	12.494000000000002	12.675	12.305	12.661	12.681	12.651	12.831	12.956	12.936	13.181	13.134	12.969000000000001	12.962	12.535	12.593	12.835	12.970999999999998	13.217	13.227	13.217	13.102	13.315999999999999	13.277000000000001	13.513	13.387	13.485	13.387	13.377	13.603	13.713	13.919	13.82	13.82	13.988	13.979000000000001	14.007	13.889000000000001	13.849	13.799000000000001	13.939	13.58	13.61
afc	20.686999999999998	20.91	21.302	21.36	21.276999999999997	21.135	21.035999999999998	21.268	21.169	21.419	21.526999999999997	21.495	21.443	21.561999999999998	21.613000000000003	21.319000000000003	21.554000000000002	21.487	21.436999999999998	21.554000000000002	21.453000000000003	21.504	21.607	21.901	21.884	21.823	21.798000000000002	21.874000000000002	21.874000000000002	21.953000000000003	21.953000000000003	22.098000000000003	21.9	22.17	22.548000000000002	22.511999999999997	22.459	22.381	22.128	22.476999999999997	22.581999999999997	22.389	22.495	22.557	22.618000000000002	22.414	22.592	22.423000000000002	22.57	22.611	22.655	22.673000000000002	22.743000000000002	22.969	23.148000000000003	23.239	23.258000000000003	23.283	23.185	23.148000000000003	23.283	23.357	23.357	23.401	23.502	23.631	23.715	23.778000000000002	23.796999999999997	23.741999999999997	23.752	23.916999999999998	23.778000000000002	23.862	24.03	24.086	24.155	24.245	23.808000000000003	23.711	23.683000000000003	23.739	23.904	23.833000000000002	23.991	24.048000000000002	24.295	24.063000000000002	24.238000000000003	24.372	24.21	24.405	24.391	24.496	24.603	25.063000000000002	24.851	25.054000000000002	24.909000000000002	24.715	24.735	24.715	25.006999999999998	24.873	25.054000000000002	25.482	25.473000000000003	25.776999999999997	25.511999999999997	25.414	25.197	25.345	25.305	25.423000000000002	25.404	25.723000000000003	25.46	25.52	25.91	25.83	25.601999999999997
